Year,Month,Day,Hour,Minute,Second,Latitude (WGS84),Longitude (WGS84),Depth [km],Magnitude [ML],ML Standard Deviation,Magnitude [MA],MA Standard Deviation,Identifier
2007,1,29,2,6,25.79,-20.47105,-68.95356,97.1,1.494,0.023,1.669,0.026,ID
2007,1,29,2,13,25.01,-21.76744,-68.38869,126.72,2.209,0.028,2.213,0.031,ID
2007,1,29,4,23,52.42,-20.0918,-69.19331,93.33,1.192,0.018,1.403,0.015,ID
2007,1,29,4,46,25.04,-22.86195,-68.99493,107.33,3.666,0.021,3.824,0.018,ID
2007,1,29,5,5,36.09,-19.50604,-69.23116,9.15,2.934,0.03,3.07,0.033,UP
2007,1,29,5,19,53.47,-21.04558,-69.00022,100.09,1.604,0.016,1.756,0.014,ID
2007,1,29,6,24,3.7,-20.19133,-68.05024,174.87,2.499,0.035,2.478,0.039,ID
2007,1,29,8,6,57.02,-21.12155,-70.10721,67.66,0.988,0.017,1.249,0.02,P3
2007,1,29,9,37,51.61,-19.78609,-69.17587,102.23,1.291,0.016,1.461,0.017,ID
2007,1,29,10,14,14.88,-20.47984,-68.97559,111.99,1.875,0.025,2.017,0.026,ID
2007,1,29,11,3,19.9,-20.89997,-68.73955,109.1,2.066,0.027,2.184,0.018,ID
2007,1,29,11,21,22.34,-21.57119,-68.50046,110.88,1.459,0.022,1.598,0.019,ID
2007,1,29,12,27,8.18,-21.7501,-67.33794,184.6,3.039,0.057,2.996,0.061,NN
2007,1,29,12,48,22.23,-21.35926,-68.39819,108.18,1.642,0.015,1.763,0.021,ID
2007,1,29,13,16,1.31,-19.56964,-69.23235,9.86,3.887,0.025,4.048,0.025,UP
2007,1,29,14,1,1.87,-21.14548,-68.87049,110.82,1.664,0.016,1.767,0.012,ID
2007,1,29,14,5,13.56,-19.64802,-69.4014,97.26,1.799,0.027,1.963,0.031,ID
2007,1,29,14,19,46.1,-22.3865,-68.61961,102.93,1.727,0.03,1.862,0.027,ID
2007,1,29,15,49,51.3,-21.31471,-69.39627,97.2,1.459,0.019,1.621,0.023,P3
2007,1,29,16,21,42.6,-21.31219,-67.98269,173.13,2.553,0.023,2.543,0.026,NN
2007,1,29,17,27,45.48,-21.66566,-68.24237,114.43,2.482,0.04,2.546,0.033,ID
2007,1,29,20,15,11.38,-21.57245,-68.40033,128.79,2.212,0.025,2.252,0.056,ID
2007,1,29,20,52,21.64,-21.61514,-68.37969,128.63,2.934,0.024,2.958,0.027,ID
2007,1,29,21,18,16.76,-20.82687,-69.01514,113.64,1.801,0.019,1.883,0.013,ID
2007,1,29,23,49,28.44,-21.39061,-70.54009,49.7,0.961,0.04,1.25,0.047,P3
2007,1,29,23,55,28.36,-20.9148,-68.81247,99.79,1.741,0.015,1.907,0.02,ID
2007,1,30,0,8,55.5,-21.58485,-68.43091,120.49,1.978,0.022,2.051,0.031,ID
2007,1,30,0,28,27.47,-20.5122,-69.05068,96.36,1.5,0.015,1.667,0.018,ID
2007,1,30,3,12,23.78,-20.72366,-68.92088,97.29,1.347,0.011,1.529,0.013,ID
2007,1,30,3,34,27.59,-20.47281,-68.77427,107.0,1.263,0.025,1.434,0.02,ID
2007,1,30,6,31,56.28,-20.85887,-69.09583,109.55,1.389,0.02,1.498,0.02,ID
2007,1,30,6,33,24.25,-21.08275,-68.86262,108.08,1.321,0.009,1.481,0.011,ID
2007,1,30,7,35,27.76,-19.58154,-69.31613,18.51,1.356,0.032,1.512,0.039,UP
2007,1,30,8,29,3.9,-21.04511,-68.9433,112.12,1.305,0.041,1.433,0.041,ID
2007,1,30,11,14,49.59,-21.84275,-68.55784,121.56,2.643,0.035,2.674,0.039,ID
2007,1,30,11,33,43.98,-20.99461,-68.92153,106.24,2.845,0.017,2.991,0.026,ID
2007,1,30,14,48,18.14,-21.09775,-68.91236,111.3,2.219,0.012,2.321,0.012,ID
2007,1,30,17,26,37.74,-21.01036,-68.96182,108.11,1.268,0.012,1.402,0.012,ID
2007,1,30,17,43,44.64,-22.80422,-69.24061,2.73,1.911,0.024,2.098,0.031,MI
2007,1,30,19,34,18.76,-21.37317,-68.43996,105.51,2.005,0.027,2.121,0.029,ID
2007,1,30,20,50,37.42,-20.55107,-69.10751,105.75,1.697,0.036,1.813,0.03,ID
2007,1,30,22,3,37.72,-21.19882,-68.11057,156.84,2.2,0.025,2.202,0.021,ID
2007,1,30,22,32,3.72,-20.3911,-69.97613,51.63,1.761,0.031,2.012,0.036,P1
2007,1,31,2,21,46.16,-20.80078,-69.02229,101.1,1.326,0.02,1.481,0.021,ID
2007,1,31,3,15,15.02,-22.10075,-68.87345,110.06,1.357,0.029,1.49,0.031,ID
2007,1,31,5,26,41.59,-21.04096,-68.67776,117.2,1.985,0.031,2.049,0.031,ID
2007,1,31,5,35,3.64,-20.14109,-69.01995,105.01,1.451,0.023,1.597,0.022,ID
2007,1,31,6,1,11.45,-21.71504,-67.6623,203.22,2.494,0.03,2.451,0.027,NN
2007,1,31,7,4,53.29,-22.0539,-68.59113,109.45,2.649,0.017,2.774,0.014,ID
2007,1,31,8,37,43.23,-20.81729,-69.06684,104.7,1.418,0.018,1.569,0.019,ID
2007,1,31,9,17,18.37,-21.06948,-68.85564,117.44,3.461,0.027,3.587,0.025,ID
2007,1,31,9,33,3.38,-19.97559,-69.18861,98.16,1.438,0.016,1.596,0.022,ID
2007,1,31,10,7,58.03,-20.60412,-69.21691,112.56,3.243,0.033,3.337,0.033,ID
2007,1,31,10,32,13.9,-20.11583,-69.16134,93.4,2.056,0.021,2.208,0.021,ID
2007,1,31,11,53,16.3,-20.10568,-69.1565,95.24,1.64,0.014,1.809,0.013,ID
2007,1,31,13,26,55.82,-20.9526,-70.27291,43.93,2.54,0.034,2.805,0.043,P2
2007,1,31,14,59,6.46,-20.89202,-69.10284,110.23,1.471,0.024,1.584,0.022,ID
2007,1,31,16,44,52.99,-22.37423,-70.23502,2.83,1.561,0.021,1.76,0.018,MI
2007,1,31,17,21,58.6,-19.98682,-69.17181,96.46,1.986,0.012,2.138,0.01,ID
2007,1,31,17,25,2.4,-21.48551,-68.46834,118.3,1.631,0.036,1.688,0.028,ID
2007,1,31,17,32,7.2,-22.1503,-68.828,120.94,2.68,0.021,2.716,0.02,ID
2007,1,31,18,18,38.6,-21.07687,-68.96397,108.11,1.376,0.029,1.518,0.02,ID
2007,1,31,19,30,22.2,-20.94159,-69.98982,78.51,2.445,0.022,2.706,0.028,P3
2007,1,31,19,35,28.68,-20.99583,-68.82324,0.47,1.481,0.02,1.752,0.04,MI
2007,1,31,19,57,21.74,-20.01613,-69.18554,99.16,2.22,0.023,2.378,0.027,ID
2007,1,31,21,22,20.96,-19.99761,-69.18062,95.27,2.225,0.022,2.407,0.021,ID
2007,1,31,23,22,43.92,-21.10787,-68.83479,113.6,2.772,0.032,2.853,0.036,ID
2007,2,1,0,7,47.87,-21.11832,-68.62348,111.68,1.846,0.017,1.948,0.02,ID
